# jours_écoulés 	 nombreTotalContaminésGrippe 	 nombreTotalContaminésAgentPathogène()
1825	0	54705
1826	0	54660
1827	0	54713
1828	0	54616
1829	0	54660
1830	0	54625
1831	0	54621
1832	0	54478
1833	0	54374
1834	0	54507
1835	0	54541
1836	0	54563
1837	0	54658
1838	0	54661
1839	0	54592
1840	0	54611
1841	0	54655
1842	0	54582
1843	0	54461
1844	0	54503
1845	0	54512
1846	0	54546
1847	0	54519
1848	0	54575
1849	0	54544
1850	0	54544
1851	0	54533
1852	0	54579
1853	0	54591
1854	0	54649
1855	0	54741
1856	0	54682
1857	0	54553
1858	0	54553
1859	0	54562
1860	0	54558
1861	0	54446
1862	0	54406
1863	0	54247
1864	0	54264
1865	0	54290
1866	0	54194
1867	0	54116
1868	0	54158
1869	0	54188
1870	0	54114
1871	0	54209
1872	0	54203
1873	0	54239
1874	0	54283
1875	0	54271
1876	0	54224
1877	0	54273
1878	0	54221
1879	0	54301
1880	0	54217
1881	0	54328
1882	0	54365
1883	0	54358
1884	0	54361
1885	0	54373
1886	0	54352
1887	0	54307
1888	0	54361
1889	0	54339
1890	0	54392
1891	13	54446
1892	25	54509
1893	32	54533
1894	42	54531
1895	51	54536
1896	72	54515
1897	102	54555
1898	147	54619
1899	180	54684
1900	261	54653
1901	340	54591
1902	430	54608
1903	572	54607
1904	708	54651
1905	867	54619
1906	1056	54618
1907	1285	54708
1908	1505	54695
1909	1757	54721
1910	2012	54725
1911	2321	54637
1912	2630	54544
1913	2968	54479
1914	3302	54357
1915	3609	54406
1916	3925	54397
1917	4299	54340
1918	4588	54292
1919	4926	54325
1920	5211	54365
1921	5442	54224
1922	5724	54271
1923	5941	54154
1924	6181	54070
1925	6424	54097
1926	6636	54144
1927	6784	54174
1928	6929	54122
1929	7037	54047
1930	7082	54054
1931	7143	54074
1932	7147	54073
1933	7038	54039
1934	7049	54002
1935	6984	54128
1936	7059	54141
1937	6989	54176
1938	7039	54372
1939	7024	54363
1940	7039	54358
1941	7075	54319
1942	7020	54359
1943	7036	54315
1944	6972	54246
1945	6856	54223
1946	6708	54288
1947	6464	54290
1948	6211	54336
1949	5944	54447
1950	5758	54550
1951	5460	54545
1952	5239	54619
1953	5081	54561
1954	4834	54525
1955	4584	54471
1956	4424	54514
1957	4251	54562
1958	4018	54646
1959	3811	54776
1960	3576	54819
1961	3309	54845
1962	3137	54744
1963	2870	54693
1964	2670	54749
1965	2436	54655
1966	2145	54522
1967	1894	54502
1968	1620	54340
1969	1314	54340
1970	1089	54282
1971	872	54324
1972	696	54302
1973	543	54242
1974	453	54279
1975	359	54269
1976	289	54188
1977	215	54209
1978	164	54204
1979	131	54251
1980	90	54164
1981	58	54057
1982	41	54056
1983	31	54164
1984	21	54164
1985	20	54078
1986	16	53997
1987	13	53997
1988	10	53927
1989	8	53995
1990	6	54083
1991	5	54003
1992	4	54069
1993	4	53934
1994	3	54013
1995	3	53950
1996	2	53916
1997	2	53920
1998	0	53916
1999	0	53930
2000	0	53920
2001	0	53959
2002	0	53915
2003	0	53959
2004	0	54009
2005	0	54081
2006	0	54102
2007	0	54034
2008	0	53941
2009	0	53999
2010	0	54044
2011	0	53934
2012	0	53896
2013	0	53894
2014	0	53950
2015	0	54013
2016	0	54042
2017	0	54113
2018	0	54211
2019	0	54081
2020	0	54219
2021	0	54332
2022	0	54331
2023	0	54373
2024	0	54427
2025	0	54367
2026	0	54332
2027	0	54300
2028	0	54303
2029	0	54211
2030	0	54330
2031	0	54384
2032	0	54401
2033	0	54358
2034	0	54357
2035	0	54427
2036	0	54444
2037	0	54380
2038	0	54464
2039	0	54367
2040	0	54252
2041	0	54219
2042	0	54271
2043	0	54202
2044	0	54210
2045	0	54294
2046	0	54221
2047	0	54249
2048	0	54228
2049	0	54226
2050	0	54292
2051	0	54270
2052	0	54333
2053	0	54309
2054	0	54410
2055	0	54585
2056	0	54567
2057	0	54607
2058	0	54641
2059	0	54513
2060	0	54554
2061	0	54542
2062	0	54605
2063	0	54622
2064	0	54627
2065	0	54684
2066	0	54706
2067	0	54766
2068	0	54674
2069	0	54782
2070	0	54788
2071	0	54707
2072	0	54650
2073	0	54513
2074	0	54625
2075	0	54635
2076	0	54605
2077	0	54744
2078	0	54741
2079	0	54644
2080	0	54600
2081	0	54437
2082	0	54434
2083	0	54352
2084	0	54421
2085	0	54291
2086	0	54086
2087	0	54157
2088	0	54042
2089	0	53998
2090	0	54034
2091	0	54133
2092	0	54163
2093	0	54036
2094	0	54060
2095	0	54080
2096	0	54118
2097	0	54091
2098	0	54146
2099	0	54176
2100	0	54251
2101	0	54281
2102	0	54354
2103	0	54454
2104	0	54475
2105	0	54477
2106	0	54432
2107	0	54416
2108	0	54414
2109	0	54395
2110	0	54294
2111	0	54295
2112	0	54221
2113	0	54212
2114	0	54304
2115	0	54355
2116	0	54407
2117	0	54324
2118	0	54271
2119	0	54321
2120	0	54234
2121	0	54108
2122	0	54135
2123	0	54250
2124	0	54147
2125	0	54240
2126	0	54209
2127	0	54156
2128	0	54213
2129	0	54265
2130	0	54219
2131	0	54126
2132	0	54139
2133	0	54187
2134	0	54189
2135	0	54315
2136	0	54283
2137	0	54383
2138	0	54328
2139	0	54355
2140	0	54311
2141	0	54330
2142	0	54223
2143	0	54171
2144	0	54106
2145	0	54142
2146	0	54213
2147	0	54124
2148	0	54095
2149	0	54032
2150	0	54046
2151	0	54006
2152	0	54138
2153	0	54073
2154	0	54190
2155	0	54272
2156	0	54327
2157	0	54368
2158	0	54421
2159	0	54455
2160	0	54420
2161	0	54452
2162	0	54394
2163	0	54295
2164	0	54274
2165	0	54263
2166	0	54298
2167	0	54307
2168	0	54290
2169	0	54337
2170	0	54383
2171	0	54256
2172	0	54142
2173	0	54186
2174	0	54226
2175	0	54168
2176	0	54226
2177	0	54264
2178	0	54351
2179	0	54407
2180	0	54403
2181	0	54388
2182	0	54276
2183	0	54298
2184	0	54315
2185	0	54285
2186	0	54379
2187	0	54380
2188	0	54466
2189	0	54512
2190	0	54525
2191	0	54660
2192	0	54766
2193	0	54714
2194	0	54793
2195	0	54788
2196	0	54757
2197	0	54800
2198	0	54914
2199	0	54917
2200	0	54985
2201	0	54926
2202	0	54898
2203	0	54861
2204	0	54820
2205	0	54779
2206	0	54775
2207	0	54707
2208	0	54579
2209	0	54568
2210	0	54452
2211	0	54438
2212	0	54436
2213	0	54498
2214	0	54599
2215	0	54551
2216	0	54554
2217	0	54589
2218	0	54574
2219	0	54481
2220	0	54493
2221	0	54521
2222	0	54492
2223	0	54482
2224	0	54561
2225	0	54460
2226	0	54513
2227	0	54504
2228	0	54381
2229	0	54335
2230	0	54322
2231	0	54277
2232	0	54410
2233	0	54379
2234	0	54442
2235	0	54437
2236	0	54253
2237	0	54276
2238	0	54263
2239	0	54303
2240	0	54322
2241	0	54253
2242	0	54378
2243	0	54387
2244	0	54260
2245	0	54348
2246	0	54282
2247	0	54294
2248	0	54298
2249	0	54359
2250	0	54435
2251	0	54379
2252	0	54424
2253	0	54448
2254	0	54448
2255	0	54411
2256	0	54471
2257	0	54333
2258	0	54261
2259	0	54376
2260	0	54388
2261	0	54413
2262	0	54392
2263	0	54431
2264	0	54379
2265	0	54379
2266	13	54332
2267	25	54378
2268	28	54404
2269	36	54380
2270	46	54390
2271	63	54442
2272	81	54489
2273	122	54504
2274	177	54558
2275	208	54567
2276	278	54585
2277	386	54494
2278	498	54550
2279	633	54527
2280	793	54462
2281	1009	54321
2282	1215	54293
2283	1459	54366
2284	1745	54339
2285	2066	54365
2286	2407	54217
2287	2738	54258
2288	3096	54357
2289	3491	54370
2290	3869	54363
2291	4099	54265
2292	4439	54160
2293	4775	54281
2294	5068	54406
2295	5376	54297
2296	5675	54285
2297	5976	54268
2298	6256	54376
2299	6516	54405
2300	6694	54395
2301	6852	54476
2302	7076	54551
2303	7241	54569
2304	7519	54494
2305	7685	54445
2306	7806	54344
2307	7952	54438
2308	7931	54378
2309	7964	54423
2310	7983	54464
2311	7945	54448
2312	7835	54446
2313	7660	54561
2314	7460	54516
2315	7182	54421
2316	6957	54378
2317	6830	54409
2318	6557	54407
2319	6399	54369
2320	6216	54332
2321	6034	54298
2322	5927	54368
2323	5821	54355
2324	5495	54329
2325	5332	54346
2326	5077	54442
2327	4804	54516
2328	4591	54471
2329	4369	54406
2330	4147	54410
2331	3888	54606
2332	3668	54541
2333	3431	54427
2334	3203	54333
2335	2928	54245
2336	2692	54274
2337	2485	54285
2338	2287	54308
2339	2118	54244
2340	1901	54245
2341	1665	54260
2342	1474	54276
2343	1299	54341
2344	1158	54393
2345	1070	54512
2346	967	54453
2347	861	54507
2348	766	54588
2349	687	54643
2350	629	54532
2351	553	54405
2352	500	54459
2353	424	54403
2354	365	54436
2355	315	54496
2356	262	54515
2357	215	54538
2358	190	54575
2359	155	54541
2360	130	54548
2361	106	54577
2362	95	54575
2363	79	54614
2364	68	54652
2365	57	54625
2366	45	54592
2367	38	54694
2368	34	54727
2369	30	54701
2370	24	54628
2371	16	54506
2372	13	54481
2373	9	54445
2374	9	54356
2375	6	54322
2376	6	54261
2377	4	54252
2378	4	54338
2379	4	54412
2380	2	54253
2381	1	54246
2382	0	54329
2383	0	54293
2384	0	54338
2385	0	54430
2386	0	54365
2387	0	54276
2388	0	54262
2389	0	54255
2390	0	54278
2391	0	54341
2392	0	54337
2393	0	54328
2394	0	54222
2395	0	54181
2396	0	54193
2397	0	54220
2398	0	54250
2399	0	54297
2400	0	54332
2401	0	54322
2402	0	54346
2403	0	54450
2404	0	54448
2405	0	54366
2406	0	54272
2407	0	54225
2408	0	54276
2409	0	54299
2410	0	54184
2411	0	54179
2412	0	54154
2413	0	54198
2414	0	54174
2415	0	54188
2416	0	54400
2417	0	54247
2418	0	54397
2419	0	54398
2420	0	54396
2421	0	54411
2422	0	54433
2423	0	54577
2424	0	54566
2425	0	54593
2426	0	54521
2427	0	54568
2428	0	54572
2429	0	54617
2430	0	54473
2431	0	54546
2432	0	54549
2433	0	54581
2434	0	54565
2435	0	54515
2436	0	54578
2437	0	54563
2438	0	54550
2439	0	54625
2440	0	54610
2441	0	54618
2442	0	54600
2443	0	54590
2444	0	54560
2445	0	54579
2446	0	54576
2447	0	54610
2448	0	54708
2449	0	54698
2450	0	54620
2451	0	54583
2452	0	54470
2453	0	54443
2454	0	54439
2455	0	54383
2456	0	54379
2457	0	54344
2458	0	54260
2459	0	54200
2460	0	54243
2461	0	54129
2462	0	54173
2463	0	54195
2464	0	54188
2465	0	54231
2466	0	54197
2467	0	54165
2468	0	54118
2469	0	54159
2470	0	54166
2471	0	54211
2472	0	54228
2473	0	54265
2474	0	54353
2475	0	54382
2476	0	54394
2477	0	54491
2478	0	54562
2479	0	54655
2480	0	54592
2481	0	54593
2482	0	54634
2483	0	54609
2484	0	54761
2485	0	54770
2486	0	54780
2487	0	54748
2488	0	54824
2489	0	54773
2490	0	54821
2491	0	54902
2492	0	54849
2493	0	54991
2494	0	55012
2495	0	55071
2496	0	55025
2497	0	55118
2498	0	55025
2499	0	55036
2500	0	55032
2501	0	54977
2502	0	54972
2503	0	54963
2504	0	54875
2505	0	54769
2506	0	54824
2507	0	54889
2508	0	54926
2509	0	54927
2510	0	54825
2511	0	54787
2512	0	54754
2513	0	54663
2514	0	54686
2515	0	54668
2516	0	54552
2517	0	54497
2518	0	54518
2519	0	54611
2520	0	54493
2521	0	54459
2522	0	54398
2523	0	54340
2524	0	54366
2525	0	54509
2526	0	54564
2527	0	54586
2528	0	54598
2529	0	54564
2530	0	54424
2531	0	54437
2532	0	54452
2533	0	54547
2534	0	54434
2535	0	54453
2536	0	54350
2537	0	54370
2538	0	54455
2539	0	54351
2540	0	54394
2541	0	54474
2542	0	54375
2543	0	54378
2544	0	54371
2545	0	54381
2546	0	54332
2547	0	54340
2548	0	54431
2549	0	54439
2550	0	54342
2551	0	54385
2552	0	54422
2553	0	54486
2554	0	54475
2555	0	54502
2556	0	54535
2557	0	54566
2558	0	54595
2559	0	54547
2560	0	54482
2561	0	54486
2562	0	54579
2563	0	54579
2564	0	54652
2565	0	54660
2566	0	54642
2567	0	54600
2568	0	54570
2569	0	54526
2570	0	54586
2571	0	54583
2572	0	54534
2573	0	54500
2574	0	54442
2575	0	54468
2576	0	54468
2577	0	54559
2578	0	54553
2579	0	54567
2580	0	54516
2581	0	54493
2582	0	54509
2583	0	54531
2584	0	54481
2585	0	54325
2586	0	54282
2587	0	54265
2588	0	54242
2589	0	54087
2590	0	54234
2591	0	54102
2592	0	54175
2593	0	54064
2594	0	54046
2595	0	54195
2596	0	54292
2597	0	54190
2598	0	54229
2599	0	54246
2600	0	54182
2601	0	54209
2602	0	54188
2603	0	54206
2604	0	54248
2605	0	54163
2606	0	54109
2607	0	54037
2608	0	54108
2609	0	54166
2610	0	54218
2611	0	54267
2612	0	54301
2613	0	54364
2614	0	54317
2615	0	54228
2616	0	54192
2617	0	54211
2618	0	54263
2619	0	54348
2620	0	54451
2621	0	54491
2622	0	54593
2623	0	54639
2624	0	54674
2625	0	54642
2626	0	54692
2627	0	54763
2628	0	54743
2629	0	54909
2630	0	54797
2631	0	54864
2632	0	54901
2633	0	54923
2634	0	54947
2635	0	54951
2636	16	54982
2637	25	54928
2638	32	54910
2639	46	54855
2640	57	54806
2641	68	54839
2642	102	54854
2643	136	54822
2644	171	54778
2645	232	54613
2646	295	54584
2647	375	54667
2648	492	54693
2649	635	54684
2650	800	54540
2651	997	54486
2652	1229	54549
2653	1459	54648
2654	1762	54616
2655	2017	54547
2656	2374	54572
2657	2688	54497
2658	2985	54480
2659	3319	54525
2660	3624	54380
2661	3960	54330
2662	4322	54269
2663	4624	54232
2664	4922	54223
2665	5216	54347
2666	5367	54423
2667	5516	54449
2668	5720	54381
2669	5823	54296
2670	6002	54223
2671	6052	54199
2672	6217	54201
2673	6399	54212
2674	6457	54243
2675	6486	54380
2676	6504	54377
2677	6448	54324
2678	6509	54425
2679	6398	54346
2680	6459	54293
2681	6448	54289
2682	6354	54263
2683	6429	54327
2684	6337	54266
2685	6301	54319
2686	6201	54335
2687	6219	54338
2688	6217	54359
2689	6097	54541
2690	6025	54643
2691	5924	54622
2692	5756	54601
2693	5551	54625
2694	5419	54573
2695	5288	54525
2696	5026	54469
2697	4802	54477
2698	4661	54682
2699	4498	54824
2700	4190	54818
2701	4065	54818
2702	3877	54765
2703	3627	54765
2704	3479	54769
2705	3225	54771
2706	3063	54665
2707	2862	54658
2708	2686	54682
2709	2574	54611
2710	2418	54546
2711	2315	54476
2712	2178	54441
2713	2031	54429
2714	1902	54378
2715	1822	54270
2716	1705	54316
2717	1608	54275
2718	1569	54164
2719	1481	54256
2720	1439	54325
2721	1403	54374
2722	1308	54374
2723	1278	54408
2724	1213	54203
2725	1144	54185
2726	1097	54162
2727	1029	54247
2728	958	54236
2729	886	54189
2730	832	54126
2731	776	54153
2732	724	54182
2733	680	54110
2734	606	54171
2735	533	53998
2736	467	53876
2737	397	53896
2738	349	53949
2739	299	54046
2740	238	54098
2741	192	54111
2742	150	54162
2743	113	54155
2744	106	54207
2745	97	54180
2746	81	54120
2747	69	54167
2748	62	54229
2749	51	54215
2750	41	54199
2751	22	54245
2752	17	54282
2753	14	54438
2754	10	54400
2755	8	54456
2756	8	54420
2757	6	54503
2758	5	54565
2759	4	54573
2760	2	54625
2761	0	54607
2762	0	54514
2763	0	54438
2764	0	54429
2765	0	54304
2766	0	54280
2767	0	54434
2768	0	54449
2769	0	54501
2770	0	54521
2771	0	54513
2772	0	54480
2773	0	54463
2774	0	54418
2775	0	54386
2776	0	54323
2777	0	54297
2778	0	54395
2779	0	54357
2780	0	54510
2781	0	54538
2782	0	54497
2783	0	54544
2784	0	54432
2785	0	54457
2786	0	54292
2787	0	54216
2788	0	54120
2789	0	54170
2790	0	54119
2791	0	54162
2792	0	54006
2793	0	54106
2794	0	54112
2795	0	54124
2796	0	54191
2797	0	54187
2798	0	54113
2799	0	54112
2800	0	54198
2801	0	54205
2802	0	54304
2803	0	54336
2804	0	54289
2805	0	54369
2806	0	54414
2807	0	54409
2808	0	54445
2809	0	54471
2810	0	54359
2811	0	54350
2812	0	54232
2813	0	54235
2814	0	54224
2815	0	54231
2816	0	54323
2817	0	54401
2818	0	54380
2819	0	54430
2820	0	54481
2821	0	54592
2822	0	54631
2823	0	54650
2824	0	54521
2825	0	54469
2826	0	54548
2827	0	54599
2828	0	54712
2829	0	54726
2830	0	54695
2831	0	54664
2832	0	54672
2833	0	54781
2834	0	54710
2835	0	54677
2836	0	54602
2837	0	54573
2838	0	54498
2839	0	54393
2840	0	54207
2841	0	54267
2842	0	54257
2843	0	54241
2844	0	54301
2845	0	54371
2846	0	54323
2847	0	54327
2848	0	54390
2849	0	54363
2850	0	54441
2851	0	54423
2852	0	54438
2853	0	54343
2854	0	54224
2855	0	54296
2856	0	54318
2857	0	54402
2858	0	54348
2859	0	54420
2860	0	54480
2861	0	54528
2862	0	54553
2863	0	54575
2864	0	54592
2865	0	54633
2866	0	54610
2867	0	54688
2868	0	54725
2869	0	54837
2870	0	54719
2871	0	54698
2872	0	54729
2873	0	54658
2874	0	54648
2875	0	54556
2876	0	54483
2877	0	54493
2878	0	54585
2879	0	54565
2880	0	54534
2881	0	54502
2882	0	54481
2883	0	54432
2884	0	54501
2885	0	54599
2886	0	54504
2887	0	54427
2888	0	54404
2889	0	54402
2890	0	54402
2891	0	54411
2892	0	54408
2893	0	54336
2894	0	54281
2895	0	54195
2896	0	54352
2897	0	54201
2898	0	54279
2899	0	54344
2900	0	54271
2901	0	54361
2902	0	54380
2903	0	54373
2904	0	54403
2905	0	54419
2906	0	54461
2907	0	54476
2908	0	54485
2909	0	54368
2910	0	54303
2911	0	54276
2912	0	54379
2913	0	54439
2914	0	54321
2915	0	54295
2916	0	54354
2917	0	54286
2918	0	54344
2919	0	54345
2920	0	54244
2921	0	54252
2922	0	54235
2923	0	54290
2924	0	54352
2925	0	54315
2926	0	54316
2927	0	54360
2928	0	54282
2929	0	54178
2930	0	54142
2931	0	54216
2932	0	54182
2933	0	54306
2934	0	54310
2935	0	54320
2936	0	54363
2937	0	54339
2938	0	54444
2939	0	54437
2940	0	54493
2941	0	54501
2942	0	54551
2943	0	54535
2944	0	54574
2945	0	54659
2946	0	54656
2947	0	54653
2948	0	54585
2949	0	54513
2950	0	54618
2951	0	54655
2952	0	54642
2953	0	54559
2954	0	54429
2955	0	54373
2956	0	54390
2957	0	54338
2958	0	54269
2959	0	54300
2960	0	54337
2961	0	54232
2962	0	54215
2963	0	54262
2964	0	54186
2965	0	54159
2966	0	54098
2967	0	54124
2968	0	54095
2969	0	54131
2970	0	54215
2971	0	54265
2972	0	54217
2973	0	54274
2974	0	54386
2975	0	54459
2976	0	54396
2977	0	54451
2978	0	54472
2979	0	54500
2980	0	54560
2981	0	54686
2982	0	54637
2983	0	54633
2984	0	54608
2985	0	54570
2986	0	54538
2987	0	54530
2988	0	54407
2989	0	54371
2990	0	54515
2991	0	54470
2992	0	54439
2993	14	54424
2994	25	54465
2995	34	54495
2996	52	54463
2997	70	54484
2998	98	54401
2999	140	54393
3000	180	54355
3001	264	54402
3002	342	54398
3003	425	54371
3004	559	54419
3005	721	54406
3006	879	54410
3007	1103	54423
3008	1362	54402
3009	1629	54341
3010	1908	54338
3011	2245	54237
3012	2595	54225
3013	2903	54291
3014	3261	54305
3015	3756	54371
3016	4136	54340
3017	4437	54271
3018	4842	54270
3019	5206	54223
3020	5484	54225
3021	5782	54327
3022	6011	54349
3023	6181	54343
3024	6414	54440
3025	6563	54361
3026	6835	54380
3027	7063	54396
3028	7200	54363
3029	7366	54370
3030	7463	54343
3031	7579	54464
3032	7714	54427
3033	7855	54567
3034	7937	54555
3035	8079	54673
3036	8163	54740
3037	8115	54667
3038	8087	54714
3039	8040	54690
3040	7839	54634
3041	7604	54610
3042	7412	54565
3043	7094	54598
3044	6798	54598
3045	6499	54602
3046	6285	54611
3047	5927	54552
3048	5610	54552
3049	5292	54606
3050	4919	54598
3051	4578	54442
3052	4358	54389
3053	4079	54356
3054	3838	54325
3055	3619	54380
3056	3448	54424
3057	3298	54511
3058	3113	54415
3059	2925	54425
3060	2794	54431
3061	2628	54447
3062	2460	54460
3063	2320	54452
3064	2171	54528
3065	2077	54510
3066	1965	54434
3067	1883	54392
3068	1767	54549
3069	1647	54605
3070	1520	54687
3071	1370	54585
3072	1233	54560
3073	1062	54489
3074	920	54431
3075	779	54462
3076	647	54558
3077	535	54525
3078	437	54574
3079	344	54649
3080	261	54646
3081	212	54556
3082	154	54550
3083	114	54685
3084	80	54632
3085	64	54558
3086	45	54362
3087	35	54418
3088	27	54321
3089	24	54160
3090	16	54047
3091	12	54014
3092	7	54005
3093	3	53918
3094	2	53793
3095	2	53700
3096	2	53605
3097	2	53688
3098	2	53743
3099	2	53845
3100	2	53970
3101	2	53979
3102	1	53922
3103	1	53915
3104	0	53932
3105	0	53976
3106	0	53958
3107	0	53943
3108	0	54005
3109	0	54118
3110	0	54095
3111	0	54099
3112	0	54172
3113	0	54219
3114	0	54359
3115	0	54276
3116	0	54386
3117	0	54353
3118	0	54301
3119	0	54358
3120	0	54444
3121	0	54426
3122	0	54356
3123	0	54245
3124	0	54291
3125	0	54350
3126	0	54387
3127	0	54402
3128	0	54287
3129	0	54312
3130	0	54249
3131	0	54344
3132	0	54353
3133	0	54342
3134	0	54397
3135	0	54410
3136	0	54391
3137	0	54383
3138	0	54442
3139	0	54524
3140	0	54603
3141	0	54667
3142	0	54785
3143	0	54868
3144	0	54837
3145	0	54728
3146	0	54797
3147	0	54842
3148	0	54929
3149	0	54838
3150	0	54848
3151	0	54812
3152	0	54825
3153	0	54923
3154	0	54896
3155	0	54804
3156	0	54744
3157	0	54770
3158	0	54728
3159	0	54697
3160	0	54757
3161	0	54718
3162	0	54665
3163	0	54535
3164	0	54473
3165	0	54386
3166	0	54437
3167	0	54399
3168	0	54418
3169	0	54444
3170	0	54452
3171	0	54404
3172	0	54405
3173	0	54305
3174	0	54382
3175	0	54546
3176	0	54502
3177	0	54563
3178	0	54683
3179	0	54673
3180	0	54626
3181	0	54629
3182	0	54651
3183	0	54751
3184	0	54658
3185	0	54574
3186	0	54559
3187	0	54633
3188	0	54541
3189	0	54438
3190	0	54428
3191	0	54386
3192	0	54416
3193	0	54446
3194	0	54486
3195	0	54550
3196	0	54579
3197	0	54693
3198	0	54571
3199	0	54519
3200	0	54611
3201	0	54651
3202	0	54653
3203	0	54680
3204	0	54695
3205	0	54616
3206	0	54584
3207	0	54598
3208	0	54510
3209	0	54524
3210	0	54499
3211	0	54446
3212	0	54392
3213	0	54378
3214	0	54333
3215	0	54361
3216	0	54359
3217	0	54219
3218	0	54171
3219	0	54255
3220	0	54248
3221	0	54368
3222	0	54305
3223	0	54272
3224	0	54294
3225	0	54338
3226	0	54411
3227	0	54448
3228	0	54433
3229	0	54465
3230	0	54492
3231	0	54496
3232	0	54517
3233	0	54528
3234	0	54487
3235	0	54481
3236	0	54638
3237	0	54696
3238	0	54686
3239	0	54750
3240	0	54641
3241	0	54573
3242	0	54545
3243	0	54610
3244	0	54571
3245	0	54595
3246	0	54641
3247	0	54620
3248	0	54656
3249	0	54574
3250	0	54575
3251	0	54573
3252	0	54550
3253	0	54503
3254	0	54471
3255	0	54446
3256	0	54376
3257	0	54451
3258	0	54550
3259	0	54484
3260	0	54564
3261	0	54553
3262	0	54631
3263	0	54684
3264	0	54676
3265	0	54659
3266	0	54630
3267	0	54570
3268	0	54622
3269	0	54690
3270	0	54615
3271	0	54630
3272	0	54627
3273	0	54694
3274	0	54674
3275	0	54666
3276	0	54638
3277	0	54706
3278	0	54747
3279	0	54694
3280	0	54661
3281	0	54592
3282	0	54568
3283	0	54404
3284	0	54407
3285	0	54381
3286	0	54480
3287	0	54480
3288	0	54399
3289	0	54429
3290	0	54415
3291	0	54429
3292	0	54491
3293	0	54461
3294	0	54402
3295	0	54542
3296	0	54473
3297	0	54386
3298	0	54416
3299	0	54473
3300	0	54426
3301	0	54423
3302	0	54501
3303	0	54429
3304	0	54492
3305	0	54510
3306	0	54562
3307	0	54558
3308	0	54529
3309	0	54422
3310	0	54445
3311	0	54379
3312	0	54370
3313	0	54482
3314	0	54483
3315	0	54376
3316	0	54410
3317	0	54508
3318	0	54513
3319	0	54469
3320	0	54441
3321	0	54445
3322	0	54418
3323	0	54606
3324	0	54604
3325	0	54553
3326	0	54504
3327	0	54498
3328	0	54422
3329	0	54517
3330	0	54471
3331	0	54422
3332	0	54411
3333	0	54419
3334	0	54517
3335	0	54492
3336	0	54469
3337	0	54428
3338	0	54398
3339	0	54308
3340	0	54282
3341	0	54310
3342	0	54353
3343	0	54368
3344	0	54381
3345	0	54411
3346	0	54425
3347	0	54446
3348	0	54344
3349	0	54350
3350	0	54432
3351	0	54374
3352	0	54336
3353	0	54340
3354	0	54318
3355	0	54424
3356	13	54437
3357	25	54436
3358	29	54411
3359	43	54349
3360	63	54411
3361	81	54476
3362	111	54526
3363	139	54466
3364	189	54437
3365	261	54353
3366	336	54448
3367	433	54417
3368	546	54373
3369	703	54409
3370	892	54419
3371	1115	54495
3372	1357	54444
3373	1621	54538
3374	1910	54548
3375	2200	54604
3376	2518	54585
3377	2876	54617
3378	3165	54664
3379	3520	54588
3380	3839	54523
3381	4163	54561
3382	4523	54534
3383	4856	54524
3384	5180	54609
3385	5444	54531
3386	5753	54640
3387	5889	54633
3388	6082	54718
3389	6190	54692
3390	6376	54841
3391	6537	54748
3392	6678	54699
3393	6792	54610
3394	6979	54500
3395	7122	54483
3396	7159	54502
3397	7293	54522
3398	7338	54543
3399	7295	54565
3400	7302	54446
3401	7288	54465
3402	7275	54461
3403	7157	54366
3404	7077	54339
3405	6858	54343
3406	6614	54322
3407	6461	54294
3408	6298	54314
3409	6177	54260
3410	6018	54174
3411	5763	54148
3412	5696	54131
3413	5585	54244
3414	5369	54176
3415	5303	54170
3416	5146	54231
3417	4938	54120
3418	4751	54231
3419	4535	54192
3420	4323	54255
3421	4101	54211
3422	3871	54229
3423	3575	54217
3424	3342	54196
3425	3081	54158
3426	2920	54132
3427	2694	54180
3428	2509	54268
3429	2403	54200
3430	2236	54304
3431	2064	54226
3432	1955	54295
3433	1775	54341
3434	1657	54336
3435	1488	54259
3436	1384	54245
3437	1290	54235
3438	1167	54324
3439	1101	54304
3440	972	54414
3441	861	54471
3442	781	54442
3443	661	54409
3444	564	54348
3445	499	54352
3446	417	54374
3447	351	54441
3448	283	54416
3449	227	54385
3450	174	54293
3451	137	54272
3452	102	54284
3453	85	54232
3454	65	54318
3455	50	54294
3456	33	54218
3457	25	54364
3458	23	54406
3459	19	54363
3460	8	54422
3461	10	54441
3462	4	54407
3463	4	54471
3464	5	54471
3465	4	54481
3466	5	54470
3467	6	54499
3468	3	54521
3469	3	54591
3470	1	54627
3471	1	54610
3472	0	54658
3473	1	54789
3474	1	54742
3475	1	54685
3476	1	54720
3477	0	54726
3478	0	54680
3479	0	54767
3480	0	54743
3481	0	54701
3482	0	54630
3483	0	54542
3484	0	54650
3485	0	54614
3486	0	54539
3487	0	54465
3488	0	54431
3489	0	54434
3490	0	54442
3491	0	54552
3492	0	54504
3493	0	54436
3494	0	54387
3495	0	54413
3496	0	54410
3497	0	54315
3498	0	54300
3499	0	54270
3500	0	54307
3501	0	54440
3502	0	54450
3503	0	54352
3504	0	54427
3505	0	54376
3506	0	54405
3507	0	54429
3508	0	54343
3509	0	54386
3510	0	54334
3511	0	54314
3512	0	54169
3513	0	54179
3514	0	54216
3515	0	54181
3516	0	54102
3517	0	54044
3518	0	54049
3519	0	54060
3520	0	54091
3521	0	54093
3522	0	54112
3523	0	54110
3524	0	54121
3525	0	54268
